441208.0,19932176.0,0.35,55.617955882349996
498112.0,209392.0,0.37,0.16546191026999996
407240.0,22392832.000000004,0.41,62.52680388257999
433968.0,278992.0,0.37,0.33848862068999996
633424.0,205440.00000000012,0.46,0.20229864828
471008.0,25072624.0,0.32,70.08663369627
524320.0,233743.99999999988,0.33,0.24324244341
432304.0,240816.0,0.475,0.23052441867000004
424728.0,19932304.0,0.39,55.612475673869994
444104.0,25595552.0,0.31,71.54789616036
435280.0,221152.0,0.48,0.17627173817999994
456952.0,332448.0000000001,0.36,0.49698506256
415888.0,244096.0,0.43,0.23393226299999997
434144.0,227680.0,0.46,0.19422993077999998
451264.0,244688.0,0.41,0.24813396824999998
610728.0,216176.0,0.355,0.22445185124999995
436960.0,213424.0,0.44,0.15513118791000002
425192.0,327488.0,0.425,0.47177928846
461584.0,300928.0,0.35,0.4099728389999999
496512.0,229424.0,0.43,0.22123726454999995
