416336.0,219104.0,0.47,0.16379807417999998
411552.0,23500416.0,0.495,65.64354281328
429704.0,230304.0,0.35,0.20003678243999995
637920.0,212704.00000000012,0.36,0.22432281006000004
411208.0,271616.0000000001,0.555,0.3096770037
546784.0,25051728.0,0.33,70.05471491625
423552.0,27558800.0,0.36,77.06247979989
434736.0,217824.0,0.385,0.16671856097999996
613672.0,292224.0,0.33,0.4393891365
415880.0,288736.0,0.385,0.35948470103999997
652616.0,199936.0,0.375,0.19361930705999997
429736.0,25600672.0,0.33,71.55720499739999
551392.0,207360.00000000012,0.38,0.17862816984
440984.0,216848.0,0.495,0.16618762755
493368.0,25589264.0,0.31,71.54766871707
515072.0,227200.0,0.375,0.22155934103999997
