411768.0,260928.00000000012,0.495,0.27981419537999996
506992.0,26311040.0,0.32,73.58257708404
424640.0,326416.0,0.38,0.4685685426899999
403072.0,303408.0,0.46,0.39621250311
398120.0,22276448.0,0.415,62.19622816632
434184.0,201040.0,0.35,0.11931595922999995
425608.0,26339760.0,0.35,73.63451441120999
601608.0,25082624.0,0.31,70.16104223202
420360.0,236592.0,0.435,0.21441117512999996
420696.0,21876736.0,0.42,61.079991489659996
633824.0,25062816.0,0.32,70.11674667882
432648.0,213200.0,0.49,0.15297306410999995
