625136.0,333680.0,0.33,0.5600516744699999
570728.0,20482032.0,0.33,57.21039045549
407472.0,268512.0,0.375,0.29962266401999993
420240.0,25076752.0,0.33,70.08025289313
556272.0,192944.0,0.38,0.13981085354999992
407664.0,258127.99999999988,0.49,0.27048447884999993
538880.0,204592.0,0.555,0.16640880902999997
519408.0,25085456.0,0.32,70.13987732505
429320.0,235984.0,0.38,0.21587637051
624600.0,25598096.0,0.31,71.61901608459
412600.0,25571840.0,0.32,71.4700388931
563096.0,197648.0,0.365,0.15545971538999995
419592.0,254144.0,0.48,0.2635060827
420096.0,246704.0,0.345,0.24275881263000004
443720.0,221152.0,0.48,0.1792627264799999
