416008.0,254736.0,0.47,0.26390104575
446632.0,224240.0,0.415,0.18898005309000002
459904.0,26347248.0,0.35,73.66772919795
424152.0,212352.0,0.52,0.14757713022
411336.0,21679936.0,0.405,60.52315122246001
429808.0,1351360.0,0.46,3.3531760629599994
481576.0,25606608.0,0.31,71.59227188739
443704.0,223856.0,0.48,0.18686237576999995
569352.0,180512.0,0.38,0.10947970811999994
423776.0,253088.0,0.47,0.26201869433999997
563392.0,203360.0,0.485,0.17163028734
432816.0,248176.0,0.49,0.2514067319099999
442784.0,279840.0000000001,0.37,0.34399795697999996
429832.0,300160.0,0.36,0.39656039514
432928.0,240832.0,0.39,0.23079055523999992
461736.0,26851408.0,0.32,75.08638798058999
460456.0,204896.00000000012,0.33,0.13947175175999996
